Mod:Item:MetaData, Localized Name
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:lightning_cont_1, Lightning Controller Tier 1
environmentaltech:lightning_cont_2, Lightning Controller Tier 2
environmentaltech:lightning_cont_3, Lightning Controller Tier 3
environmentaltech:lightning_cont_4, Lightning Controller Tier 4
environmentaltech:lightning_cont_5, Lightning Controller Tier 5
environmentaltech:lightning_cont_6, Lightning Controller Tier 6
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
environmentaltech:void_botanic_miner_cont_1, Void Botanic Miner Controller Tier 1
environmentaltech:void_botanic_miner_cont_2, Void Botanic Miner Controller Tier 2
environmentaltech:void_botanic_miner_cont_3, Void Botanic Miner Controller Tier 3
environmentaltech:void_botanic_miner_cont_4, Void Botanic Miner Controller Tier 4
environmentaltech:void_botanic_miner_cont_5, Void Botanic Miner Controller Tier 5
environmentaltech:void_botanic_miner_cont_6, Void Botanic Miner Controller Tier 6
environmentaltech:modifier_creative_flight, Creative Flight Modifier
environmentaltech:modifier_flight_speed, Flight Speed Modifier
environmentaltech:modifier_haste, Haste Modifier
environmentaltech:modifier_strength, Strength Modifier
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_regeneration, Regen Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:modifier_water_breathing, Water Breathing Modifier
environmentaltech:modifier_invisibility, Invisibility Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_health_boost, Health Boost Modifier
environmentaltech:modifier_absorption, Absoption Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_glowing, Glowing Modifier
environmentaltech:nano_cont_ranged_1, Ranged Nano Bot Beacon Tier 1
environmentaltech:nano_cont_ranged_2, Ranged Nano Bot Beacon Tier 2
environmentaltech:nano_cont_ranged_3, Ranged Nano Bot Beacon Tier 3
environmentaltech:nano_cont_ranged_4, Ranged Nano Bot Beacon Tier 4
environmentaltech:nano_cont_ranged_5, Ranged Nano Bot Beacon Tier 5
environmentaltech:nano_cont_ranged_6, Ranged Nano Bot Beacon Tier 6
environmentaltech:nano_cont_personal_1, Personal Nano Bot Beacon Tier 1
environmentaltech:nano_cont_personal_2, Personal Nano Bot Beacon Tier 2
environmentaltech:nano_cont_personal_3, Personal Nano Bot Beacon Tier 3
environmentaltech:nano_cont_personal_4, Personal Nano Bot Beacon Tier 4
environmentaltech:nano_cont_personal_5, Personal Nano Bot Beacon Tier 5
environmentaltech:nano_cont_personal_6, Personal Nano Bot Beacon Tier 6
